playing ...
opening file 'c9.mid'...
0.0 track2 74 0;
0.0 track3 59 0;
0.0 track4 57 1;
0.0 track2 76 1;
0.0 track3 61 1;
146.3415 track3 61 0;
0.0 track3 59 1;
128.0488125 track2 76 0;
18.2926875 track3 59 0;
0.0 track1 81 0;
0.0 track3 61 1;
0.0 track1 79 1;
146.3415 track1 79 0;
0.0 track3 61 0;
0.0 track1 77 1;
0.0 track3 62 1;
146.3415 track3 62 0;
0.0 track1 77 0;
0.0 track3 61 1;
0.0 track1 76 1;
146.3415 track1 76 0;
0.0 track3 61 0;
0.0 track1 74 1;
0.0 track3 62 1;
146.3415 track3 62 0;
0.0 track1 74 0;
0.0 track3 64 1;
0.0 track1 73 1;
146.3415 track1 73 0;
0.0 track1 71 1;
146.3415 track4 57 0;
0.0 track1 71 0;
0.0 track4 53 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track3 64 0;
0.0 track1 67 0;
0.0 track3 62 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 71 1;
146.3415 track1 71 0;
0.0 track3 62 0;
0.0 track1 72 1;
0.0 track3 57 1;
146.3415 track1 72 0;
0.0 track2 60 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track2 60 0;
0.0 track1 71 1;
0.0 track2 62 1;
146.3415 track2 62 0;
0.0 track1 71 0;
0.0 track2 64 1;
0.0 track1 73 1;
146.3415 track1 73 0;
0.0 track2 64 0;
0.0 track4 53 0;
0.0 track1 74 1;
0.0 track2 65 1;
0.0 track4 50 1;
146.3415 track1 74 0;
0.0 track1 73 1;
128.0488125 track2 65 0;
18.2926875 track1 73 0;
0.0 track3 57 0;
0.0 track1 74 1;
0.0 track3 53 1;
146.3415 track1 74 0;
0.0 track1 76 1;
146.3415 track1 76 0;
0.0 track3 53 0;
0.0 track1 77 1;
0.0 track3 58 1;
146.3415 track1 77 0;
0.0 track2 65 1;
0.0 track1 74 1;
146.3415 track1 74 0;
0.0 track2 65 0;
0.0 track3 58 0;
0.0 track1 76 1;
0.0 track2 67 1;
0.0 track3 62 1;
146.3415 track2 67 0;
0.0 track1 76 0;
0.0 track2 69 1;
0.0 track1 77 1;
146.3415 track1 77 0;
0.0 track2 69 0;
0.0 track3 62 0;
0.0 track4 50 0;
0.0 track1 77 1;
0.0 track2 70 1;
0.0 track3 55 1;
0.0 track4 49 1;
146.3415 track2 70 0;
0.0 track2 69 1;
146.3415 track3 55 0;
0.0 track1 77 0;
0.0 track2 69 0;
0.0 track3 58 1;
0.0 track1 76 1;
0.0 track2 67 1;
146.3415 track2 67 0;
0.0 track2 70 1;
146.3415 track3 58 0;
0.0 track1 76 0;
0.0 track2 70 0;
0.0 track3 52 1;
0.0 track2 69 1;
146.3415 track3 52 0;
0.0 track1 76 1;
0.0 track3 55 1;
146.3415 track1 76 0;
0.0 track3 55 0;
0.0 track1 74 1;
0.0 track3 53 1;
146.3415 track1 74 0;
0.0 track3 53 0;
0.0 track1 76 1;
0.0 track3 52 1;
146.3415 track4 49 0;
0.0 track1 76 0;
0.0 track3 52 0;
0.0 track4 50 1;
0.0 track1 77 1;
0.0 track3 50 1;
146.3415 track1 77 0;
0.0 track1 81 1;
146.3415 track3 50 0;
0.0 track1 81 0;
0.0 track2 69 0;
0.0 track1 79 1;
0.0 track2 70 1;
146.3415 track1 79 0;
0.0 track1 77 1;
146.3415 track4 50 0;
0.0 track1 77 0;
0.0 track4 52 1;
0.0 track1 79 1;
146.3415 track1 79 0;
0.0 track1 77 1;
109.756125 track2 70 0;
36.585375 track2 72 1;
0.0 track1 77 0;
0.0 track1 76 1;
146.3415 track1 76 0;
0.0 track2 72 0;
0.0 track1 74 1;
0.0 track2 70 1;
146.3415 track1 74 0;
0.0 track2 70 0;
0.0 track4 52 0;
0.0 track1 72 1;
0.0 track2 69 1;
0.0 track4 53 1;
146.3415 track1 72 0;
0.0 track1 77 1;
146.3415 track2 69 0;
0.0 track3 57 1;
0.0 track1 77 0;
0.0 track2 65 1;
0.0 track1 76 1;
146.3415 track1 76 0;
0.0 track1 74 1;
146.3415 track2 65 0;
0.0 track3 57 0;
0.0 track1 74 0;
0.0 track2 67 1;
0.0 track3 58 1;
0.0 track1 76 1;
146.3415 track1 76 0;
0.0 track1 74 1;
146.3415 track1 74 0;
0.0 track2 67 0;
0.0 track1 72 1;
0.0 track2 64 1;
146.3415 track1 72 0;
0.0 track1 70 1;
146.3415 track3 58 0;
0.0 track1 70 0;
0.0 track2 64 0;
0.0 track3 60 1;
0.0 track1 69 1;
0.0 track2 65 1;
146.3415 track1 69 0;
0.0 track1 74 1;
128.0488125 track2 65 0;
18.2926875 track1 74 0;
0.0 track3 60 0;
0.0 track4 53 0;
0.0 track1 72 1;
0.0 track4 55 1;
146.3415 track1 72 0;
0.0 track1 70 1;
146.3415 track4 55 0;
0.0 track1 70 0;
0.0 track4 53 1;
0.0 track1 72 1;
146.3415 track1 72 0;
0.0 track1 70 1;
146.3415 track4 53 0;
0.0 track1 70 0;
0.0 track2 61 1;
0.0 track3 55 1;
0.0 track4 52 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track1 67 0;
0.0 track2 61 0;
0.0 track3 55 0;
0.0 track4 52 0;
0.0 track1 65 1;
0.0 track2 62 1;
0.0 track3 57 1;
0.0 track4 50 1;
146.3415 track1 65 0;
0.0 track1 70 1;
128.0488125 track2 62 0;
18.2926875 track1 70 0;
0.0 track3 57 0;
0.0 track1 69 1;
0.0 track3 52 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track1 67 0;
0.0 track3 52 0;
0.0 track1 69 1;
0.0 track3 53 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track3 53 0;
0.0 track1 67 0;
0.0 track3 57 1;
0.0 track1 65 1;
146.3415 track1 65 0;
0.0 track1 64 1;
146.3415 track1 64 0;
0.0 track3 57 0;
0.0 track1 62 1;
0.0 track3 58 1;
146.3415 track4 50 0;
0.0 track3 58 0;
0.0 track4 51 1;
0.0 track3 60 1;
146.3415 track3 60 0;
0.0 track4 51 0;
0.0 track3 58 1;
0.0 track4 50 1;
146.3415 track3 58 0;
0.0 track4 50 0;
0.0 track3 57 1;
0.0 track4 48 1;
146.3415 track4 48 0;
0.0 track3 57 0;
0.0 track4 50 1;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track4 50 0;
0.0 track3 57 1;
0.0 track4 48 1;
146.3415 track3 57 0;
0.0 track4 48 0;
0.0 track3 55 1;
0.0 track4 46 1;
146.3415 track3 55 0;
0.0 track4 46 0;
0.0 track3 54 1;
0.0 track4 45 1;
146.3415 track4 45 0;
0.0 track3 54 0;
0.0 track4 46 1;
0.0 track3 55 1;
146.3415 track1 62 0;
0.0 track1 74 1;
146.3415 track1 74 0;
0.0 track2 62 1;
0.0 track1 72 1;
146.3415 track1 72 0;
0.0 track1 70 1;
109.756125 track4 46 0;
36.585375 track2 62 0;
0.0 track1 70 0;
0.0 track2 74 1;
0.0 track1 72 1;
146.3415 track1 72 0;
0.0 track1 70 1;
146.3415 track4 58 1;
0.0 track1 70 0;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track4 58 0;
0.0 track1 67 0;
0.0 track3 55 0;
0.0 track4 54 1;
0.0 track1 69 1;
0.0 track3 62 1;
274.3903125 track1 69 0;
18.2926875 track4 54 0;
0.0 track2 74 0;
0.0 track4 57 1;
0.0 track2 72 1;
146.3415 track2 72 0;
0.0 track2 70 1;
146.3415 track4 57 0;
0.0 track2 70 0;
0.0 track4 54 1;
0.0 track2 69 1;
146.3415 track2 69 0;
0.0 track2 67 1;
146.3415 track2 67 0;
0.0 track4 54 0;
0.0 track2 66 1;
0.0 track4 50 1;
146.3415 track2 66 0;
0.0 track2 64 1;
146.3415 track2 64 0;
0.0 track3 62 0;
0.0 track4 50 0;
0.0 track2 62 1;
0.0 track3 58 1;
0.0 track4 55 1;
146.3415 track2 62 0;
0.0 track2 61 1;
146.3415 track2 61 0;
0.0 track2 62 1;
146.3415 track2 62 0;
0.0 track2 64 1;
146.3415 track4 55 0;
0.0 track1 70 1;
0.0 track2 64 0;
0.0 track4 50 1;
0.0 track2 66 1;
146.3415 track2 66 0;
0.0 track2 62 1;
146.3415 track2 62 0;
0.0 track2 64 1;
146.3415 track2 64 0;
0.0 track2 66 1;
146.3415 track3 58 0;
0.0 track4 50 0;
0.0 track2 66 0;
0.0 track3 55 1;
0.0 track4 51 1;
0.0 track2 67 1;
146.3415 track2 67 0;
0.0 track2 66 1;
146.3415 track2 66 0;
0.0 track4 51 0;
0.0 track1 70 0;
0.0 track2 67 1;
0.0 track4 53 1;
0.0 track1 71 1;
146.3415 track2 67 0;
0.0 track2 69 1;
146.3415 track1 71 0;
0.0 track2 69 0;
0.0 track4 53 0;
0.0 track1 72 1;
0.0 track2 70 1;
0.0 track4 52 1;
146.3415 track2 70 0;
0.0 track2 67 1;
146.3415 track4 52 0;
0.0 track1 72 0;
0.0 track2 67 0;
0.0 track4 51 1;
0.0 track1 73 1;
0.0 track2 69 1;
146.3415 track2 69 0;
0.0 track2 70 1;
146.3415 track3 55 0;
0.0 track4 51 0;
0.0 track1 73 0;
0.0 track2 70 0;
0.0 track3 54 1;
0.0 track4 50 1;
0.0 track2 70 1;
146.3415 track1 74 1;
146.3415 track1 74 0;
0.0 track2 70 0;
0.0 track1 72 1;
0.0 track2 69 1;
146.3415 track1 72 0;
0.0 track1 70 1;
146.3415 track2 69 0;
0.0 track4 50 0;
0.0 track1 70 0;
0.0 track1 72 1;
146.3415 track4 48 1;
0.0 track2 69 1;
146.3415 track1 72 0;
0.0 track2 69 0;
0.0 track4 48 0;
0.0 track1 74 1;
0.0 track2 67 1;
0.0 track4 46 1;
146.3415 track4 46 0;
0.0 track2 67 0;
0.0 track4 45 1;
0.0 track2 69 1;
146.3415 track4 45 0;
0.0 track1 74 0;
0.0 track2 69 0;
0.0 track3 54 0;
0.0 track4 43 1;
0.0 track1 70 1;
0.0 track2 70 1;
0.0 track3 55 1;
146.3415 track2 70 0;
0.0 track2 74 1;
128.0488125 track4 43 0;
18.2926875 track2 74 0;
0.0 track1 70 0;
0.0 track2 72 1;
0.0 track1 79 1;
146.3415 track2 72 0;
0.0 track2 70 1;
146.3415 track2 70 0;
0.0 track3 55 0;
0.0 track2 72 1;
0.0 track3 57 1;
146.3415 track2 72 0;
0.0 track2 70 1;
146.3415 track2 70 0;
0.0 track1 79 0;
0.0 track2 69 1;
0.0 track1 77 1;
146.3415 track1 77 0;
0.0 track2 69 0;
0.0 track1 75 1;
0.0 track2 67 1;
146.3415 track1 75 0;
0.0 track2 67 0;
0.0 track3 57 0;
0.0 track1 74 1;
0.0 track2 65 1;
0.0 track3 58 1;
146.3415 track2 65 0;
0.0 track2 70 1;
146.3415 track4 51 1;
0.0 track1 74 0;
0.0 track2 70 0;
0.0 track1 75 1;
0.0 track2 68 1;
146.3415 track2 68 0;
0.0 track2 67 1;
146.3415 track1 75 0;
0.0 track2 67 0;
0.0 track4 51 0;
0.0 track1 77 1;
0.0 track2 68 1;
0.0 track4 50 1;
146.3415 track2 68 0;
0.0 track2 67 1;
146.3415 track4 50 0;
0.0 track1 77 0;
0.0 track2 67 0;
0.0 track4 55 1;
0.0 track2 65 1;
146.3415 track2 65 0;
0.0 track2 63 1;
146.3415 track2 63 0;
0.0 track4 55 0;
0.0 track2 62 1;
0.0 track4 53 1;
146.3415 track4 53 0;
0.0 track4 56 1;
146.3415 track3 58 0;
0.0 track4 56 0;
0.0 track3 60 1;
0.0 track4 55 1;
146.3415 track4 55 0;
0.0 track4 53 1;
146.3415 track2 62 0;
0.0 track3 60 0;
0.0 track4 53 0;
0.0 track2 63 1;
0.0 track3 58 1;
0.0 track4 55 1;
146.3415 track4 55 0;
0.0 track4 53 1;
146.3415 track4 53 0;
0.0 track2 63 0;
0.0 track3 58 0;
0.0 track4 51 1;
0.0 track2 65 1;
0.0 track3 57 1;
146.3415 track4 51 0;
0.0 track4 50 1;
146.3415 track4 50 0;
0.0 track2 65 0;
0.0 track3 57 0;
0.0 track4 51 1;
0.0 track2 58 1;
0.0 track3 55 1;
146.3415 track4 51 0;
0.0 track4 53 1;
146.3415 track4 53 0;
0.0 track2 58 0;
0.0 track4 51 1;
0.0 track2 59 1;
146.3415 track4 51 0;
0.0 track4 50 1;
146.3415 track4 50 0;
0.0 track2 59 0;
0.0 track4 51 1;
0.0 track2 60 1;
146.3415 track4 51 0;
0.0 track4 50 1;
146.3415 track4 50 0;
0.0 track2 60 0;
0.0 track4 48 1;
0.0 track2 62 1;
146.3415 track4 48 0;
0.0 track4 47 1;
146.3415 track4 47 0;
0.0 track2 62 0;
0.0 track4 48 1;
0.0 track2 63 1;
146.3415 track4 48 0;
0.0 track4 50 1;
146.3415 track3 55 0;
0.0 track4 50 0;
0.0 track3 55 1;
0.0 track4 48 1;
146.3415 track4 48 0;
0.0 track4 46 1;
146.3415 track3 55 0;
0.0 track4 46 0;
0.0 track3 57 1;
0.0 track4 48 1;
146.3415 track4 48 0;
0.0 track4 46 1;
146.3415 track3 57 0;
0.0 track4 46 0;
0.0 track3 58 1;
0.0 track4 45 1;
146.3415 track4 45 0;
0.0 track4 43 1;
146.3415 track3 58 0;
0.0 track4 43 0;
0.0 track3 60 1;
0.0 track4 45 1;
146.3415 track2 63 0;
0.0 track4 45 0;
0.0 track2 67 1;
0.0 track4 58 1;
146.3415 track2 67 0;
0.0 track4 58 0;
0.0 track2 65 1;
0.0 track4 57 1;
146.3415 track4 57 0;
0.0 track2 65 0;
0.0 track4 55 1;
0.0 track2 63 1;
146.3415 track2 63 0;
0.0 track4 55 0;
0.0 track2 65 1;
0.0 track4 57 1;
146.3415 track4 57 0;
0.0 track2 65 0;
0.0 track4 55 1;
0.0 track2 63 1;
146.3415 track2 63 0;
0.0 track4 55 0;
0.0 track2 62 1;
0.0 track4 54 1;
146.3415 track2 62 0;
0.0 track4 54 0;
0.0 track2 60 1;
0.0 track4 52 1;
146.3415 track4 52 0;
0.0 track2 60 0;
0.0 track4 54 1;
0.0 track2 69 1;
146.3415 track3 60 0;
0.0 track3 63 1;
146.3415 track3 63 0;
0.0 track3 62 1;
146.3415 track3 62 0;
0.0 track3 60 1;
109.756125 track4 54 0;
36.585375 track3 60 0;
0.0 track3 62 1;
146.3415 track3 62 0;
0.0 track3 60 1;
146.3415 track4 54 1;
0.0 track3 60 0;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track3 57 1;
146.3415 track4 54 0;
0.0 track3 57 0;
0.0 track4 55 1;
0.0 track3 58 1;
146.3415 track2 69 0;
0.0 track2 70 1;
146.3415 track4 55 0;
0.0 track2 70 0;
0.0 track4 51 1;
0.0 track2 69 1;
146.3415 track2 69 0;
0.0 track2 67 1;
146.3415 track2 67 0;
0.0 track3 58 0;
0.0 track4 51 0;
0.0 track2 70 1;
0.0 track3 60 1;
0.0 track4 48 1;
146.3415 track2 70 0;
0.0 track2 69 1;
146.3415 track2 69 0;
0.0 track3 60 0;
0.0 track4 48 0;
0.0 track2 67 1;
0.0 track3 57 1;
0.0 track4 50 1;
146.3415 track2 67 0;
0.0 track2 66 1;
146.3415 track2 66 0;
0.0 track3 57 0;
0.0 track4 50 0;
0.0 track2 67 1;
0.0 track3 58 1;
0.0 track4 43 1;
146.3415 track1 62 1;
128.0488125 track4 43 0;
0.0 track2 67 0;
18.2926875 track1 62 0;
0.0 track3 58 0;
0.0 track1 64 1;
0.0 track3 60 1;
146.3415 track1 64 0;
0.0 track1 66 1;
146.3415 track1 66 0;
0.0 track3 60 0;
0.0 track1 67 1;
0.0 track3 58 1;
146.3415 track1 67 0;
0.0 track1 66 1;
146.3415 track1 66 0;
0.0 track3 58 0;
0.0 track1 67 1;
0.0 track3 57 1;
146.3415 track1 67 0;
0.0 track1 69 1;
146.3415 track3 57 0;
0.0 track1 69 0;
0.0 track3 55 1;
0.0 track1 70 1;
146.3415 track1 70 0;
0.0 track1 67 1;
146.3415 track4 53 1;
0.0 track1 67 0;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 71 1;
146.3415 track4 53 0;
0.0 track1 71 0;
0.0 track3 55 0;
0.0 track4 51 1;
0.0 track1 72 1;
0.0 track3 57 1;
146.3415 track1 72 0;
0.0 track1 71 1;
146.3415 track4 51 0;
0.0 track1 71 0;
0.0 track3 57 0;
0.0 track4 50 1;
0.0 track1 72 1;
0.0 track3 59 1;
146.3415 track1 72 0;
0.0 track1 74 1;
146.3415 track3 59 0;
0.0 track4 50 0;
0.0 track1 74 0;
0.0 track3 60 1;
0.0 track4 48 1;
0.0 track1 75 1;
146.3415 track2 59 1;
128.0488125 track4 48 0;
18.2926875 track1 75 0;
0.0 track2 59 0;
0.0 track1 74 1;
0.0 track2 60 1;
146.3415 track2 60 0;
0.0 track2 62 1;
87.8049 track3 60 0;
58.5366 track1 74 0;
0.0 track2 62 0;
0.0 track1 72 1;
0.0 track2 63 1;
146.3415 track2 63 0;
0.0 track2 60 1;
146.3415 track1 72 0;
0.0 track2 60 0;
0.0 track1 70 1;
0.0 track2 62 1;
146.3415 track2 62 0;
0.0 track2 64 1;
146.3415 track1 70 0;
0.0 track2 64 0;
0.0 track1 69 1;
0.0 track2 65 1;
146.3415 track4 52 1;
0.0 track1 69 0;
0.0 track1 67 1;
146.3415 track1 67 0;
0.0 track4 52 0;
0.0 track1 69 1;
0.0 track4 53 1;
146.3415 track4 53 0;
0.0 track1 69 0;
0.0 track4 55 1;
0.0 track1 70 1;
146.3415 track4 55 0;
0.0 track1 70 0;
0.0 track4 57 1;
0.0 track1 72 1;
146.3415 track4 57 0;
0.0 track1 72 0;
0.0 track4 53 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track4 53 0;
0.0 track1 71 1;
0.0 track4 55 1;
146.3415 track4 55 0;
0.0 track1 71 0;
0.0 track4 57 1;
0.0 track1 73 1;
146.3415 track1 73 0;
0.0 track4 57 0;
0.0 track1 74 1;
0.0 track4 58 1;
146.3415 track3 60 1;
128.0488125 track4 58 0;
18.2926875 track1 74 0;
0.0 track3 60 0;
0.0 track1 67 1;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track2 65 0;
0.0 track3 55 1;
0.0 track2 64 1;
146.3415 track3 55 0;
0.0 track3 58 1;
146.3415 track1 67 0;
0.0 track3 58 0;
0.0 track1 65 1;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track3 55 1;
146.3415 track2 64 0;
0.0 track3 55 0;
0.0 track2 62 1;
0.0 track3 53 1;
146.3415 track4 55 1;
0.0 track1 65 0;
0.0 track1 64 1;
146.3415 track1 64 0;
0.0 track3 53 0;
0.0 track4 55 0;
0.0 track1 62 1;
0.0 track4 53 1;
146.3415 track2 62 0;
0.0 track4 53 0;
0.0 track2 60 1;
0.0 track4 52 1;
146.3415 track4 52 0;
0.0 track2 60 0;
0.0 track4 50 1;
0.0 track2 58 1;
146.3415 track4 50 0;
0.0 track4 53 1;
146.3415 track4 53 0;
0.0 track1 62 0;
0.0 track4 52 1;
0.0 track1 67 1;
146.3415 track4 52 0;
0.0 track4 50 1;
146.3415 track2 58 0;
0.0 track4 50 0;
0.0 track2 57 1;
0.0 track4 49 1;
146.3415 track1 67 0;
0.0 track1 70 1;
128.0488125 track2 57 0;
18.2926875 track4 49 0;
0.0 track1 70 0;
0.0 track4 52 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track4 52 0;
0.0 track1 67 0;
0.0 track4 49 1;
0.0 track1 69 1;
146.3415 track1 69 0;
0.0 track1 67 1;
146.3415 track4 49 0;
0.0 track1 67 0;
0.0 track4 45 1;
0.0 track1 65 1;
146.3415 track1 65 0;
0.0 track1 64 1;
146.3415 track1 64 0;
0.0 track2 62 1;
0.0 track4 45 0;
0.0 track1 65 1;
0.0 track4 50 1;
146.3415 track1 65 0;
0.0 track1 64 1;
146.3415 track4 50 0;
0.0 track1 64 0;
0.0 track3 50 1;
0.0 track4 48 1;
0.0 track1 65 1;
146.3415 track1 65 0;
0.0 track1 69 1;
146.3415 track4 48 0;
0.0 track1 69 0;
0.0 track3 50 0;
0.0 track4 46 1;
0.0 track1 67 1;
0.0 track3 62 1;
146.3415 track1 67 0;
0.0 track1 65 1;
146.3415 track1 65 0;
0.0 track1 64 1;
146.3415 track1 64 0;
0.0 track1 62 1;
146.3415 track4 46 0;
0.0 track1 62 0;
0.0 track2 62 0;
0.0 track4 45 1;
0.0 track1 64 1;
0.0 track2 69 1;
292.683 track3 62 0;
0.0 track3 61 1;
146.3415 track3 61 0;
0.0 track3 59 1;
109.756125 track4 45 0;
36.585375 track1 64 0;
0.0 track3 59 0;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track3 55 1;
146.3415 track1 73 1;
0.0 track3 55 0;
0.0 track4 45 1;
0.0 track3 53 1;
146.3415 track3 53 0;
0.0 track3 52 1;
146.3415 track2 69 0;
0.0 track3 52 0;
0.0 track4 45 0;
0.0 track1 73 0;
0.0 track2 65 1;
0.0 track3 50 1;
0.0 track4 46 1;
0.0 track1 74 1;
146.3415 track3 50 0;
0.0 track3 49 1;
146.3415 track3 49 0;
0.0 track3 50 1;
146.3415 track3 50 0;
0.0 track3 52 1;
146.3415 track3 52 0;
0.0 track3 53 1;
146.3415 track3 53 0;
0.0 track1 74 0;
0.0 track3 50 1;
0.0 track1 72 1;
146.3415 track1 72 0;
0.0 track3 50 0;
0.0 track1 70 1;
0.0 track3 52 1;
146.3415 track1 70 0;
0.0 track3 52 0;
0.0 track1 69 1;
0.0 track3 53 1;
146.3415 track3 53 0;
0.0 track1 69 0;
0.0 track2 65 0;
0.0 track3 55 1;
0.0 track1 67 1;
0.0 track2 62 1;
146.3415 track3 55 0;
0.0 track3 54 1;
146.3415 track3 54 0;
0.0 track3 55 1;
146.3415 track3 55 0;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track4 46 0;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track4 52 1;
0.0 track3 55 1;
146.3415 track4 52 0;
0.0 track3 55 0;
0.0 track4 53 1;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track4 53 0;
0.0 track3 58 1;
0.0 track4 55 1;
146.3415 track2 62 0;
0.0 track3 58 0;
0.0 track4 55 0;
0.0 track2 61 1;
0.0 track3 58 1;
0.0 track4 45 1;
146.3415 track4 45 0;
0.0 track4 52 1;
117.0732 track3 58 0;
29.2683 track3 57 1;
0.0 track4 52 0;
0.0 track4 57 1;
146.3415 track4 57 0;
0.0 track4 55 1;
146.3415 track3 57 0;
0.0 track4 55 0;
0.0 track4 53 1;
146.3415 track3 57 1;
146.3415 track4 53 0;
0.0 track3 57 0;
0.0 track4 52 1;
0.0 track3 55 1;
146.3415 track3 55 0;
0.0 track3 57 1;
146.3415 track4 52 0;
0.0 track1 67 0;
0.0 track2 61 0;
0.0 track3 57 0;
0.0 track4 50 1;
0.0 track1 65 1;
0.0 track2 62 1;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track3 62 1;
146.3415 track3 62 0;
0.0 track3 60 1;
146.3415 track3 60 0;
0.0 track3 58 1;
109.756125 track4 50 0;
36.585375 track1 65 0;
0.0 track2 62 0;
0.0 track3 58 0;
0.0 track2 64 1;
0.0 track3 60 1;
146.3415 track3 60 0;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track4 49 1;
0.0 track1 70 1;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track3 55 1;
146.3415 track3 55 0;
0.0 track4 49 0;
0.0 track1 70 0;
0.0 track2 64 0;
0.0 track3 53 1;
0.0 track4 50 1;
0.0 track1 69 1;
0.0 track2 65 1;
146.3415 track3 53 0;
0.0 track3 58 1;
146.3415 track3 58 0;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track3 55 1;
109.756125 track4 50 0;
36.585375 track3 55 0;
0.0 track1 69 0;
0.0 track3 57 1;
146.3415 track3 57 0;
0.0 track3 55 1;
146.3415 track4 45 1;
0.0 track1 73 1;
0.0 track3 55 0;
0.0 track3 53 1;
146.3415 track3 53 0;
0.0 track3 52 1;
146.3415 track3 52 0;
0.0 track4 45 0;
0.0 track1 73 0;
0.0 track3 50 1;
0.0 track4 46 1;
0.0 track1 74 1;
146.3415 track1 74 0;
0.0 track1 72 1;
146.3415 track1 72 0;
0.0 track2 65 0;
0.0 track1 70 1;
0.0 track2 67 1;
148.5145 track1 70 0;
0.0 track1 69 1;
112.141125 track4 46 0;
37.62705 track1 69 0;
0.0 track2 67 0;
0.0 track3 50 0;
0.0 track1 70 1;
0.0 track2 65 1;
151.118258333 track1 70 0;
0.0 track1 69 1;
152.494808333 track1 69 0;
0.0 track2 65 0;
0.0 track3 57 1;
0.0 track4 48 1;
0.0 track1 67 1;
0.0 track2 63 1;
153.901608333 track1 67 0;
0.0 track1 66 1;
155.327966667 track2 63 0;
0.0 track3 57 0;
0.0 track4 48 0;
0.0 track1 66 0;
0.0 track2 62 1;
0.0 track3 58 1;
0.0 track4 46 1;
0.0 track1 67 1;
156.781008333 track4 46 0;
0.0 track4 48 1;
158.2632 track4 48 0;
0.0 track4 46 1;
159.778958333 track4 46 0;
0.0 track4 45 1;
120.772875 track2 62 0;
40.5439916667 track4 45 0;
0.0 track3 58 0;
0.0 track4 46 1;
162.5925 track4 46 0;
0.0 track4 57 1;
163.68105 track4 57 0;
0.0 track2 62 1;
0.0 track3 58 1;
0.0 track4 55 1;
165.301725 track4 55 0;
0.0 track4 53 1;
166.951283333 track4 53 0;
0.0 track2 62 0;
0.0 track3 58 0;
0.0 track4 52 1;
0.0 track2 64 1;
0.0 track3 49 1;
168.631175 track1 67 0;
0.0 track1 70 1;
170.344908333 track1 70 0;
0.0 track2 64 0;
0.0 track3 49 0;
0.0 track4 52 0;
0.0 track1 69 1;
0.0 track2 61 1;
0.0 track3 55 1;
0.0 track4 52 1;
172.100841667 track1 69 0;
0.0 track1 67 1;
173.889791667 track1 67 0;
0.0 track2 61 0;
0.0 track3 55 0;
0.0 track4 52 0;
0.0 track1 69 1;
0.0 track2 62 1;
0.0 track3 53 1;
0.0 track4 53 1;
175.712916667 track1 69 0;
0.0 track1 67 1;
177.574566667 track1 67 0;
0.0 track3 53 0;
0.0 track4 53 0;
0.0 track1 65 1;
0.0 track3 58 1;
0.0 track4 55 1;
178.521008333 track1 65 0;
0.0 track1 64 1;
180.4521 track3 58 0;
0.0 track4 55 0;
0.0 track1 64 0;
0.0 track3 57 1;
0.0 track4 57 1;
0.0 track1 65 1;
366.841825 track4 57 0;
0.0 track4 55 1;
187.921016667 track1 65 0;
0.0 track1 67 1;
194.473877083 track4 55 0;
0.0 track1 67 0;
0.0 track2 62 0;
0.0 track4 57 1;
0.0 track1 64 1;
0.0 track2 61 1;
411.870689583 track3 57 0;
0.0 track4 57 0;
0.0 track3 55 1;
0.0 track4 45 1;
218.622725 track1 64 0;
0.0 track1 62 1;
227.935585417 track1 62 0;
0.0 track2 61 0;
0.0 track3 55 0;
0.0 track4 45 0;
0.0 track1 62 1;
0.0 track2 57 1;
0.0 track3 54 1;
0.0 track4 50 1;
2314.98299792 track4 50 0;
0.0 track1 62 0;
0.0 track2 57 0;
0.0 track3 54 0;
