playing ...
opening file 'op87_07b.mid'...
114746.422 track2 64 1;
114899.483 track1 76 0;
114899.483 track1 73 1;
115052.544 track1 73 0;
115052.544 track1 69 1;
115205.605 track1 69 0;
115205.605 track1 73 1;
115358.666 track1 73 0;
0.0 track2 64 0;
115358.666 track1 76 1;
0.0 track2 61 1;
115511.727 track1 76 0;
115511.727 track1 81 1;
115664.788 track1 81 0;
0.0 track2 61 0;
115664.788 track1 76 1;
0.0 track2 73 1;
115826.0785 track2 73 0;
115826.0785 track2 69 1;
115987.369 track2 69 0;
115987.369 track2 64 1;
116148.6595 track1 76 0;
116148.6595 track1 73 1;
116309.95 track1 73 0;
116309.95 track1 76 1;
116471.2405 track2 64 0;
116471.2405 track2 61 1;
116632.531 track1 76 0;
0.0 track2 61 0;
116632.531 track1 73 1;
0.0 track2 64 1;
116793.8215 track1 73 0;
116793.8215 track1 81 1;
116955.112 track1 81 0;
116955.112 track1 76 1;
117135.835 track2 64 0;
117135.835 track2 69 1;
117316.558 track1 76 0;
117316.558 track1 73 1;
117497.281 track1 73 0;
0.0 track2 69 0;
117497.281 track1 64 1;
0.0 track2 64 1;
117678.004 track1 64 0;
117678.004 track1 69 1;
117858.727 track1 69 0;
117858.727 track1 73 1;
118039.45 track1 73 0;
0.0 track2 64 0;
118039.45 track1 76 1;
0.0 track2 57 1;
118322.469 track1 76 0;
118322.469 track1 81 1;
118605.488 track1 81 0;
0.0 track2 57 0;
118605.488 track1 76 1;
0.0 track2 61 1;
120718.696533 track1 76 0;
0.0 track2 61 0;
0.0 track3 45 0;
