playing ...
opening file 'op87_07b.mid'...
59558.688 track1 69 0;
59558.688 track1 65 1;
59708.688 track1 65 0;
59708.688 track1 69 1;
59858.688 track1 69 0;
0.0 track2 60 0;
59858.688 track1 72 1;
0.0 track2 57 1;
60008.688 track1 72 0;
60008.688 track1 77 1;
60158.688 track2 57 0;
0.0 track3 46 1;
60158.688 track1 77 0;
0.0 track2 62 1;
60158.688 track1 70 1;
60308.688 track2 62 0;
60308.688 track2 65 1;
60458.688 track1 70 0;
0.0 track2 65 0;
60458.688 track1 74 1;
0.0 track2 70 1;
60608.688 track3 46 0;
60608.688 track3 41 1;
60758.688 track3 41 0;
60758.688 track3 46 1;
60908.688 track2 70 0;
0.0 track3 46 0;
60908.688 track2 65 1;
0.0 track3 50 1;
61058.688 track1 74 0;
0.0 track2 65 0;
0.0 track3 50 0;
61058.688 track1 70 1;
0.0 track2 62 1;
0.0 track3 53 1;
61208.688 track3 53 0;
61208.688 track3 58 1;
61358.688 track1 70 0;
0.0 track3 58 0;
61358.688 track1 74 1;
0.0 track3 53 1;
61508.688 track2 62 0;
61508.688 track2 70 1;
61658.688 track2 70 0;
61658.688 track2 65 1;
61808.688 track1 74 0;
0.0 track3 53 0;
61808.688 track1 70 1;
0.0 track3 50 1;
61958.688 track1 70 0;
0.0 track3 50 0;
61958.688 track1 74 1;
0.0 track3 53 1;
62108.688 track2 65 0;
62108.688 track2 70 1;
62258.688 track3 53 0;
62258.688 track2 70 0;
0.0 track3 50 1;
62258.688 track2 65 1;
62408.688 track1 74 0;
0.0 track3 50 0;
62408.688 track1 77 1;
0.0 track3 58 1;
62558.688 track1 77 0;
0.0 track3 58 0;
62558.688 track1 74 1;
0.0 track3 53 1;
62708.688 track2 65 0;
62708.688 track2 62 1;
62858.688 track2 62 0;
0.0 track3 53 0;
62858.688 track2 58 1;
0.0 track3 50 1;
63008.688 track1 74 0;
0.0 track3 50 0;
63008.688 track1 77 1;
0.0 track3 41 1;
63158.688 track1 77 0;
0.0 track3 41 0;
63158.688 track1 74 1;
0.0 track3 46 1;
63308.688 track2 58 0;
63308.688 track2 70 1;
63458.688 track2 70 0;
0.0 track3 46 0;
63458.688 track2 65 1;
0.0 track3 50 1;
63608.688 track1 74 0;
0.0 track3 50 0;
63608.688 track1 77 1;
0.0 track3 58 1;
63758.688 track1 77 0;
0.0 track3 58 0;
63758.688 track1 74 1;
0.0 track3 53 1;
63908.688 track1 74 0;
0.0 track2 65 0;
63908.688 track1 70 1;
0.0 track2 62 1;
64058.688 track1 70 0;
0.0 track2 62 0;
64058.688 track1 65 1;
0.0 track2 58 1;
64208.688 track1 65 0;
0.0 track3 53 0;
64208.688 track1 70 1;
0.0 track3 50 1;
64358.688 track3 50 0;
64358.688 track1 70 0;
0.0 track3 46 1;
64358.688 track1 74 1;
64508.688 track3 46 0;
64508.688 track3 50 1;
64658.688 track2 58 0;
0.0 track3 50 0;
64658.688 track2 62 1;
0.0 track3 53 1;
64808.688 track3 53 0;
64808.688 track3 58 1;
64958.688 track1 74 0;
0.0 track2 62 0;
0.0 track3 58 0;
64958.688 track1 75 1;
0.0 track2 58 1;
0.0 track3 55 1;
65108.688 track2 58 0;
65108.688 track2 63 1;
65258.688 track1 75 0;
0.0 track2 63 0;
65258.688 track1 67 1;
0.0 track2 58 1;
65408.688 track1 67 0;
0.0 track3 55 0;
65408.688 track1 70 1;
0.0 track3 51 1;
65558.688 track3 51 0;
65558.688 track1 70 0;
0.0 track3 53 1;
65558.688 track1 74 1;
65708.688 track2 58 0;
65708.688 track2 62 1;
65858.688 track1 74 0;
0.0 track3 53 0;
65858.688 track1 65 1;
0.0 track3 50 1;
66008.688 track2 62 0;
0.0 track3 50 0;
66008.688 track2 58 1;
0.0 track3 53 1;
66158.688 track1 65 0;
0.0 track3 53 0;
66158.688 track1 63 1;
0.0 track3 55 1;
66308.688 track2 58 0;
66308.688 track2 67 1;
66458.688 track2 67 0;
66458.688 track1 63 0;
0.0 track2 63 1;
66458.688 track1 70 1;
66608.688 track3 55 0;
66608.688 track1 70 0;
0.0 track3 58 1;
66608.688 track1 67 1;
66758.688 track1 67 0;
0.0 track2 63 0;
0.0 track3 58 0;
66758.688 track1 69 1;
0.0 track2 62 1;
0.0 track3 53 1;
66908.688 track1 69 0;
66908.688 track1 74 1;
67058.688 track2 62 0;
67058.688 track2 69 1;
67208.688 track2 69 0;
67208.688 track2 65 1;
67358.688 track1 74 0;
0.0 track2 65 0;
0.0 track3 53 0;
67358.688 track1 79 1;
0.0 track2 70 1;
0.0 track3 51 1;
67508.688 track3 51 0;
67508.688 track3 55 1;
67658.688 track2 70 0;
0.0 track3 55 0;
67658.688 track2 67 1;
0.0 track3 58 1;
67808.688 track1 79 0;
0.0 track3 58 0;
67808.688 track1 82 1;
0.0 track3 63 1;
67958.688 track1 82 0;
0.0 track2 67 0;
0.0 track3 63 0;
67958.688 track1 77 1;
0.0 track2 70 1;
0.0 track3 62 1;
68108.688 track2 70 0;
68108.688 track2 74 1;
68258.688 track1 77 0;
68258.688 track1 82 1;
68408.688 track1 82 0;
68408.688 track1 77 1;
68558.688 track1 77 0;
0.0 track2 74 0;
0.0 track3 62 0;
68558.688 track1 75 1;
0.0 track2 75 1;
0.0 track3 60 1;
68708.688 track1 75 0;
68708.688 track1 84 1;
68858.688 track1 84 0;
68858.688 track1 79 1;
69008.688 track3 60 0;
69008.688 track3 55 1;
69158.688 track3 55 0;
69158.688 track3 60 1;
69308.688 track3 60 0;
69308.688 track3 63 1;
69458.688 track1 79 0;
0.0 track2 75 0;
0.0 track3 63 0;
69458.688 track1 75 1;
0.0 track2 72 1;
0.0 track3 67 1;
69608.688 track3 67 0;
69608.688 track1 75 0;
0.0 track3 72 1;
69608.688 track1 79 1;
69758.688 track3 72 0;
69758.688 track1 79 0;
0.0 track2 72 0;
0.0 track3 67 1;
69758.688 track1 75 1;
0.0 track2 70 1;
69908.688 track1 75 0;
69908.688 track1 74 1;
70058.688 track1 74 0;
0.0 track3 67 0;
70058.688 track1 77 1;
0.0 track3 62 1;
70208.688 track2 70 0;
70208.688 track2 65 1;
70358.688 track2 65 0;
70358.688 track2 70 1;
70508.688 track1 77 0;
0.0 track2 70 0;
0.0 track3 62 0;
70508.688 track1 82 1;
0.0 track2 74 1;
0.0 track3 65 1;
70658.688 track1 82 0;
0.0 track2 74 0;
0.0 track3 65 0;
70658.688 track1 86 1;
0.0 track2 77 1;
0.0 track3 62 1;
70808.688 track2 77 0;
70808.688 track2 82 1;
70958.688 track1 86 0;
0.0 track2 82 0;
0.0 track3 62 0;
70958.688 track1 82 1;
0.0 track2 79 1;
0.0 track3 63 1;
71108.688 track2 79 0;
71108.688 track2 75 1;
71258.688 track2 75 0;
71258.688 track2 79 1;
71408.688 track3 63 0;
71408.688 track3 58 1;
71558.688 track3 58 0;
71558.688 track3 63 1;
71708.688 track2 79 0;
0.0 track3 63 0;
71708.688 track2 75 1;
0.0 track3 67 1;
71858.688 track1 82 0;
0.0 track2 75 0;
0.0 track3 67 0;
71858.688 track1 87 1;
0.0 track2 79 1;
0.0 track3 70 1;
72008.688 track3 70 0;
72008.688 track3 75 1;
72158.688 track1 87 0;
0.0 track2 79 0;
0.0 track3 75 0;
72158.688 track1 89 1;
0.0 track2 80 1;
0.0 track3 73 1;
72308.688 track2 80 0;
72308.688 track2 85 1;
72458.688 track1 89 0;
0.0 track2 85 0;
72458.688 track1 90 1;
0.0 track2 81 1;
72608.688 track3 73 0;
72608.688 track3 66 1;
72758.688 track1 90 0;
0.0 track2 81 0;
0.0 track3 66 0;
72758.688 track1 69 1;
72908.688 track1 69 0;
72908.688 track1 73 1;
73058.688 track2 69 1;
0.0 track3 62 1;
73058.688 track1 73 0;
73058.688 track1 78 1;
73208.688 track1 78 0;
73208.688 track1 81 1;
73358.688 track1 81 0;
0.0 track2 69 0;
0.0 track3 62 0;
73358.688 track1 69 1;
0.0 track2 61 1;
0.0 track3 40 1;
73508.688 track2 61 0;
73508.688 track2 52 1;
73658.688 track2 52 0;
73658.688 track2 57 1;
73808.688 track1 69 0;
73808.688 track1 64 1;
73958.688 track1 64 0;
73958.688 track1 69 1;
74108.688 track1 69 0;
0.0 track2 57 0;
74108.688 track1 73 1;
0.0 track2 64 1;
74258.688 track1 73 0;
0.0 track2 64 0;
74258.688 track1 76 1;
0.0 track2 61 1;
74408.688 track1 76 0;
74408.688 track1 81 1;
74558.688 track1 81 0;
74558.688 track1 76 1;
74708.688 track2 61 0;
74708.688 track2 69 1;
74858.688 track2 69 0;
74858.688 track2 64 1;
75008.688 track1 76 0;
75008.688 track1 73 1;
75158.688 track1 73 0;
75158.688 track1 76 1;
75308.688 track2 64 0;
75308.688 track2 69 1;
75458.688 track1 76 0;
0.0 track2 69 0;
75458.688 track1 73 1;
0.0 track2 64 1;
75608.688 track1 73 0;
75608.688 track1 81 1;
75758.688 track1 81 0;
0.0 track3 40 0;
75758.688 track1 76 1;
0.0 track3 40 1;
75908.688 track2 64 0;
75908.688 track2 61 1;
76058.688 track1 76 0;
0.0 track2 61 0;
76058.688 track1 73 1;
0.0 track2 57 1;
76208.688 track1 73 0;
76208.688 track1 64 1;
76358.688 track1 64 0;
76358.688 track1 69 1;
76508.688 track2 57 0;
76508.688 track2 69 1;
76658.688 track1 69 0;
0.0 track2 69 0;
76658.688 track1 73 1;
0.0 track2 64 1;
76808.688 track1 73 0;
76808.688 track1 81 1;
76958.688 track1 81 0;
76958.688 track1 76 1;
77108.688 track2 64 0;
77108.688 track2 61 1;
77258.688 track2 61 0;
77258.688 track2 57 1;
77408.688 track1 76 0;
77408.688 track1 73 1;
77558.688 track1 73 0;
77558.688 track1 69 1;
77708.688 track1 69 0;
77708.688 track1 73 1;
77858.688 track1 73 0;
0.0 track2 57 0;
77858.688 track1 76 1;
0.0 track2 61 1;
78008.688 track1 76 0;
78008.688 track1 81 1;
78158.688 track1 81 0;
0.0 track2 61 0;
0.0 track3 40 0;
78158.688 track1 79 1;
0.0 track2 72 1;
0.0 track3 40 1;
78311.749 track2 72 0;
78311.749 track2 67 1;
78464.81 track1 79 0;
78464.81 track1 76 1;
78617.871 track1 76 0;
78617.871 track1 72 1;
78770.932 track1 72 0;
0.0 track2 67 0;
78770.932 track1 73 1;
0.0 track2 69 1;
78923.993 track2 69 0;
78923.993 track2 64 1;
79077.054 track1 73 0;
79077.054 track1 76 1;
79230.115 track1 76 0;
79230.115 track1 73 1;
79383.176 track1 73 0;
0.0 track2 64 0;
79383.176 track1 71 1;
0.0 track2 68 1;
79536.237 track2 68 0;
79536.237 track2 64 1;
79689.298 track1 71 0;
79689.298 track1 68 1;
79842.359 track1 68 0;
79842.359 track1 71 1;
79995.42 track1 71 0;
0.0 track2 64 0;
79995.42 track1 67 1;
0.0 track2 64 1;
80148.481 track2 64 0;
80148.481 track2 60 1;
80301.542 track1 67 0;
80301.542 track1 64 1;
80454.603 track1 64 0;
80454.603 track1 67 1;
80607.664 track3 40 0;
80607.664 track1 67 0;
0.0 track2 60 0;
0.0 track3 40 1;
80607.664 track1 64 1;
0.0 track2 61 1;
80760.725 track2 61 0;
80760.725 track2 52 1;
80913.786 track2 52 0;
80913.786 track2 57 1;
81066.847 track1 64 0;
81066.847 track1 61 1;
81219.908 track1 61 0;
81219.908 track1 57 1;
81372.969 track1 57 0;
81372.969 track1 61 1;
81526.03 track2 57 0;
81526.03 track1 61 0;
0.0 track2 61 1;
81526.03 track1 64 1;
81679.091 track1 64 0;
81679.091 track1 69 1;
81832.152 track1 69 0;
81832.152 track1 64 1;
81985.213 track2 61 0;
81985.213 track2 52 1;
82138.274 track2 52 0;
82138.274 track2 57 1;
82291.335 track1 64 0;
82291.335 track1 61 1;
82444.396 track1 61 0;
0.0 track2 57 0;
82444.396 track1 59 1;
0.0 track2 56 1;
82597.457 track2 56 0;
82597.457 track2 52 1;
82750.518 track1 59 0;
82750.518 track1 64 1;
82903.579 track1 64 0;
82903.579 track1 59 1;
83056.64 track1 59 0;
0.0 track2 52 0;
0.0 track3 40 0;
83056.64 track1 61 1;
0.0 track2 57 1;
83209.701 track1 61 0;
83209.701 track1 64 1;
83362.762 track1 64 0;
83362.762 track1 61 1;
83515.823 track2 57 0;
83515.823 track2 52 1;
83668.884 track1 61 0;
0.0 track2 52 0;
0.0 track3 45 1;
83668.884 track2 57 1;
83818.884 track2 57 0;
83818.884 track2 61 1;
83968.884 track2 61 0;
83968.884 track2 64 1;
84118.884 track2 64 0;
0.0 track3 45 0;
84118.884 track2 69 1;
0.0 track3 40 1;
84268.884 track2 69 0;
0.0 track3 40 0;
84268.884 track2 64 1;
0.0 track3 45 1;
84418.884 track3 45 0;
84418.884 track3 49 1;
84568.884 track3 49 0;
84568.884 track3 52 1;
84718.884 track2 64 0;
0.0 track3 52 0;
84718.884 track2 61 1;
0.0 track3 57 1;
84868.884 track2 61 0;
0.0 track3 57 0;
84868.884 track2 64 1;
0.0 track3 52 1;
85168.884 track2 64 0;
85168.884 track2 61 1;
85318.884 track2 61 0;
0.0 track3 52 0;
85318.884 track2 69 1;
0.0 track3 49 1;
85468.884 track1 73 1;
0.0 track2 69 0;
0.0 track3 49 0;
85468.884 track2 64 1;
0.0 track3 52 1;
85768.884 track2 64 0;
85768.884 track2 61 1;
85918.884 track1 73 0;
0.0 track2 61 0;
85918.884 track1 69 1;
0.0 track2 52 1;
86068.884 track1 69 0;
0.0 track2 52 0;
86068.884 track1 73 1;
0.0 track2 57 1;
86218.884 track1 73 0;
86218.884 track1 76 1;
86368.884 track1 76 0;
0.0 track2 57 0;
0.0 track3 52 0;
86368.884 track1 81 1;
0.0 track2 61 1;
0.0 track3 57 1;
86518.884 track1 81 0;
0.0 track2 61 0;
86518.884 track1 85 1;
0.0 track2 69 1;
86668.884 track1 85 0;
0.0 track2 69 0;
0.0 track3 57 0;
86668.884 track1 81 1;
0.0 track2 64 1;
0.0 track3 61 1;
86818.884 track3 61 0;
86818.884 track3 57 1;
86968.884 track3 57 0;
86968.884 track3 52 1;
87118.884 track1 81 0;
0.0 track2 64 0;
87118.884 track1 76 1;
0.0 track2 61 1;
87268.884 track1 76 0;
0.0 track2 61 0;
87268.884 track1 81 1;
0.0 track2 57 1;
87418.884 track2 57 0;
87418.884 track2 61 1;
87568.884 track1 81 0;
0.0 track2 61 0;
0.0 track3 52 0;
87568.884 track1 76 1;
0.0 track2 64 1;
0.0 track3 57 1;
87718.884 track1 76 0;
0.0 track2 64 0;
0.0 track3 57 0;
87718.884 track1 85 1;
0.0 track2 69 1;
0.0 track3 61 1;
87868.884 track1 85 0;
0.0 track2 69 0;
0.0 track3 61 0;
87868.884 track1 81 1;
0.0 track2 73 1;
0.0 track3 64 1;
88018.884 track2 73 0;
88018.884 track2 69 1;
88168.884 track1 81 0;
88168.884 track1 76 1;
88318.884 track1 76 0;
0.0 track2 69 0;
0.0 track3 64 0;
88318.884 track1 69 1;
0.0 track2 64 1;
0.0 track3 61 1;
88468.884 track1 69 0;
0.0 track3 61 0;
88468.884 track1 73 1;
0.0 track3 57 1;
88618.884 track1 73 0;
0.0 track2 64 0;
88618.884 track1 76 1;
0.0 track2 69 1;
88768.884 track1 76 0;
0.0 track2 69 0;
88768.884 track1 81 1;
0.0 track2 73 1;
88918.884 track1 81 0;
0.0 track2 73 0;
88918.884 track1 85 1;
0.0 track2 76 1;
89068.884 track1 85 0;
0.0 track2 76 0;
89068.884 track1 81 1;
0.0 track2 73 1;
89218.884 track2 73 0;
89218.884 track2 69 1;
89368.884 track1 81 0;
89368.884 track1 76 1;
89518.884 track1 76 0;
0.0 track2 69 0;
0.0 track3 57 0;
89518.884 track1 69 1;
0.0 track2 64 1;
0.0 track3 61 1;
89668.884 track1 69 0;
0.0 track3 61 0;
89668.884 track1 73 1;
0.0 track3 57 1;
89818.884 track1 73 0;
0.0 track2 64 0;
89818.884 track1 76 1;
0.0 track2 69 1;
89968.884 track1 76 0;
0.0 track2 69 0;
89968.884 track1 81 1;
0.0 track2 73 1;
90118.884 track1 81 0;
0.0 track2 73 0;
90118.884 track1 85 1;
0.0 track2 76 1;
90268.884 track1 85 0;
0.0 track2 76 0;
90268.884 track1 86 1;
0.0 track2 78 1;
90418.884 track1 86 0;
90418.884 track1 81 1;
90568.884 track1 81 0;
0.0 track2 78 0;
90568.884 track1 78 1;
0.0 track2 74 1;
90718.884 track3 57 0;
90718.884 track3 45 1;
90868.884 track2 74 0;
0.0 track3 45 0;
90868.884 track2 69 1;
0.0 track3 50 1;
91018.884 track3 50 0;
91018.884 track3 54 1;
91168.884 track3 54 0;
91168.884 track3 57 1;
91318.884 track1 78 0;
0.0 track3 57 0;
91318.884 track1 74 1;
0.0 track3 62 1;
91468.884 track1 74 0;
0.0 track3 62 0;
91468.884 track1 78 1;
0.0 track3 57 1;
91618.884 track2 69 0;
91618.884 track2 69 1;
91768.884 track2 69 0;
91768.884 track2 74 1;
91918.884 track3 57 0;
91918.884 track1 78 0;
0.0 track2 74 0;
0.0 track3 54 1;
91918.884 track1 81 1;
0.0 track2 78 1;
92068.884 track1 81 0;
0.0 track2 78 0;
0.0 track3 54 0;
92068.884 track1 78 1;
0.0 track2 74 1;
0.0 track3 57 1;
92218.884 track1 78 0;
92218.884 track1 81 1;
92368.884 track3 57 0;
92368.884 track3 54 1;
92518.884 track2 74 0;
0.0 track3 54 0;
92518.884 track2 69 1;
0.0 track3 62 1;
92668.884 track2 69 0;
0.0 track3 62 0;
92668.884 track1 81 0;
0.0 track2 74 1;
0.0 track3 57 1;
92668.884 track1 78 1;
92818.884 track1 78 0;
92818.884 track1 86 1;
92968.884 track2 74 0;
0.0 track3 57 0;
92968.884 track2 69 1;
0.0 track3 54 1;
93118.884 track2 69 0;
0.0 track3 54 0;
93118.884 track2 78 1;
0.0 track3 45 1;
93268.884 track2 78 0;
0.0 track3 45 0;
93268.884 track2 74 1;
0.0 track3 50 1;
93418.884 track3 50 0;
93418.884 track1 86 0;
0.0 track3 54 1;
93418.884 track1 81 1;
93568.884 track1 81 0;
0.0 track3 54 0;
93568.884 track1 78 1;
0.0 track3 57 1;
93718.884 track1 78 0;
0.0 track3 57 0;
93718.884 track1 81 1;
0.0 track3 62 1;
93868.884 track1 81 0;
0.0 track2 74 0;
0.0 track3 62 0;
93868.884 track1 76 1;
0.0 track2 73 1;
0.0 track3 57 1;
94018.884 track2 73 0;
94018.884 track2 69 1;
94168.884 track2 69 0;
94168.884 track2 64 1;
94318.884 track1 76 0;
94318.884 track1 73 1;
94468.884 track1 73 0;
0.0 track3 57 0;
94468.884 track1 69 1;
0.0 track3 61 1;
94618.884 track1 69 0;
94618.884 track1 73 1;
94768.884 track1 73 0;
94768.884 track1 76 1;
94918.884 track1 76 0;
0.0 track2 64 0;
0.0 track3 61 0;
94918.884 track1 81 1;
0.0 track2 73 1;
0.0 track3 57 1;
95068.884 track3 57 0;
95068.884 track1 81 0;
0.0 track2 73 0;
0.0 track3 61 1;
95068.884 track1 76 1;
0.0 track2 69 1;
95218.884 track3 61 0;
95218.884 track3 57 1;
95368.884 track3 57 0;
95368.884 track3 52 1;
95518.884 track1 76 0;
95518.884 track1 73 1;
95668.884 track1 73 0;
95668.884 track1 76 1;
95818.884 track2 69 0;
0.0 track3 52 0;
95818.884 track2 61 1;
0.0 track3 57 1;
95968.884 track3 57 0;
95968.884 track1 76 0;
0.0 track2 61 0;
0.0 track3 52 1;
95968.884 track1 73 1;
0.0 track2 69 1;
96118.884 track1 73 0;
96118.884 track1 81 1;
96268.884 track1 81 0;
0.0 track2 69 0;
96268.884 track1 76 1;
0.0 track2 73 1;
96418.884 track2 73 0;
96418.884 track2 69 1;
96568.884 track1 76 0;
0.0 track2 69 0;
96568.884 track1 73 1;
0.0 track2 64 1;
96718.884 track1 73 0;
96718.884 track1 64 1;
96868.884 track1 64 0;
0.0 track3 52 0;
96868.884 track1 69 1;
0.0 track3 49 1;
97018.884 track1 69 0;
97018.884 track1 73 1;
97168.884 track1 73 0;
0.0 track2 64 0;
0.0 track3 49 0;
97168.884 track1 76 1;
0.0 track2 73 1;
0.0 track3 45 1;
97318.884 track1 76 0;
97318.884 track1 81 1;
97468.884 track1 81 0;
97468.884 track1 76 1;
97621.945 track2 73 0;
97621.945 track2 69 1;
97775.006 track2 69 0;
97775.006 track2 64 1;
97928.067 track1 76 0;
97928.067 track1 73 1;
98081.128 track1 73 0;
98081.128 track1 69 1;
98234.189 track1 69 0;
98234.189 track1 73 1;
98387.25 track1 73 0;
0.0 track2 64 0;
98387.25 track1 76 1;
0.0 track2 73 1;
98540.311 track1 76 0;
98540.311 track1 81 1;
98693.372 track1 81 0;
0.0 track2 73 0;
0.0 track3 45 0;
98693.372 track1 79 1;
0.0 track2 72 1;
0.0 track3 40 1;
98843.372 track1 79 0;
98843.372 track1 76 1;
98993.372 track1 76 0;
98993.372 track1 79 1;
99143.372 track2 72 0;
99143.372 track2 67 1;
99293.372 track2 67 0;
99293.372 track2 64 1;
99443.372 track1 79 0;
0.0 track2 64 0;
99443.372 track1 76 1;
0.0 track2 67 1;
99593.372 track1 76 0;
0.0 track2 67 0;
99593.372 track1 79 1;
0.0 track2 72 1;
99743.372 track2 72 0;
99743.372 track2 76 1;
99893.372 track1 79 0;
0.0 track2 76 0;
0.0 track3 40 0;
99893.372 track1 76 1;
0.0 track2 73 1;
0.0 track3 45 1;
100046.433 track1 76 0;
100046.433 track1 81 1;
100199.494 track1 81 0;
100199.494 track1 76 1;
100352.555 track2 73 0;
100352.555 track2 69 1;
100505.616 track2 69 0;
100505.616 track2 64 1;
100658.677 track2 64 0;
100658.677 track2 69 1;
100811.738 track1 76 0;
0.0 track2 69 0;
100811.738 track1 81 1;
0.0 track2 73 1;
100964.799 track2 73 0;
100964.799 track2 76 1;
101117.86 track1 81 0;
0.0 track2 76 0;
0.0 track3 45 0;
101117.86 track1 80 1;
0.0 track2 73 1;
0.0 track3 49 1;
101267.86 track1 80 0;
101267.86 track1 77 1;
101417.86 track1 77 0;
101417.86 track1 80 1;
101567.86 track2 73 0;
101567.86 track2 68 1;
101717.86 track2 68 0;
101717.86 track2 65 1;
101867.86 track2 65 0;
101867.86 track2 68 1;
102017.86 track1 80 0;
0.0 track2 68 0;
102017.86 track1 82 1;
0.0 track2 73 1;
102167.86 track2 73 0;
102167.86 track2 77 1;
102317.86 track2 77 0;
0.0 track3 49 0;
102317.86 track2 73 1;
0.0 track3 42 1;
102470.921 track2 73 0;
102470.921 track2 70 1;
102623.982 track2 70 0;
102623.982 track2 66 1;
102777.043 track1 82 0;
102777.043 track1 73 1;
102930.104 track1 73 0;
102930.104 track1 78 1;
103083.165 track1 78 0;
103083.165 track1 82 1;
103236.226 track1 82 0;
0.0 track2 66 0;
103236.226 track1 85 1;
0.0 track2 69 1;
103389.287 track1 85 0;
103389.287 track1 90 1;
103542.348 track1 90 0;
103542.348 track1 85 1;
103695.409 track2 69 0;
103695.409 track2 66 1;
103848.47 track2 66 0;
103848.47 track2 69 1;
104001.531 track1 85 0;
104001.531 track1 90 1;
104154.592 track1 90 0;
104154.592 track1 86 1;
104307.653 track1 86 0;
104307.653 track1 81 1;
104460.714 track1 81 0;
104460.714 track1 78 1;
104613.775 track1 78 0;
104613.775 track1 74 1;
104766.836 track1 74 0;
0.0 track2 69 0;
0.0 track3 42 0;
104766.836 track1 73 1;
0.0 track2 70 1;
0.0 track3 42 1;
104916.836 track2 70 0;
104916.836 track2 66 1;
105066.836 track2 66 0;
105066.836 track2 70 1;
105216.836 track1 73 0;
105216.836 track1 78 1;
105366.836 track1 78 0;
0.0 track2 70 0;
105366.836 track1 74 1;
0.0 track2 69 1;
105516.836 track2 69 0;
105516.836 track2 66 1;
105666.836 track1 74 0;
0.0 track2 66 0;
105666.836 track1 69 1;
0.0 track2 62 1;
105816.836 track2 62 0;
105816.836 track2 66 1;
105966.836 track2 66 0;
0.0 track3 42 0;
105966.836 track2 64 1;
0.0 track3 37 1;
106116.836 track2 64 0;
106116.836 track2 61 1;
106266.836 track2 61 0;
106266.836 track2 57 1;
106416.836 track1 69 0;
106416.836 track1 64 1;
106566.836 track1 64 0;
0.0 track2 57 0;
106566.836 track1 69 1;
0.0 track2 66 1;
106716.836 track1 69 0;
106716.836 track1 73 1;
106866.836 track1 73 0;
0.0 track2 66 0;
106866.836 track1 76 1;
0.0 track2 64 1;
107016.836 track1 76 0;
107016.836 track1 81 1;
107166.836 track1 81 0;
0.0 track2 64 0;
107166.836 track1 76 1;
0.0 track2 69 1;
107316.836 track3 37 0;
107316.836 track3 40 1;
107466.836 track2 69 0;
0.0 track3 40 0;
107466.836 track2 64 1;
0.0 track3 45 1;
107616.836 track1 76 0;
0.0 track3 45 0;
107616.836 track1 73 1;
0.0 track3 49 1;
107766.836 track3 49 0;
107766.836 track1 73 0;
0.0 track3 52 1;
107766.836 track1 69 1;
107916.836 track1 69 0;
107916.836 track1 73 1;
108066.836 track1 73 0;
108066.836 track1 76 1;
108216.836 track1 76 0;
108216.836 track1 81 1;
108366.836 track1 81 0;
108366.836 track1 76 1;
108516.836 track1 76 0;
108516.836 track1 71 1;
108666.836 track1 71 0;
108666.836 track1 76 1;
108816.836 track2 64 0;
108816.836 track2 59 1;
108966.836 track2 59 0;
108966.836 track2 64 1;
109116.836 track2 64 0;
109116.836 track2 68 1;
109266.836 track2 68 0;
109266.836 track2 71 1;
109416.836 track2 71 0;
109416.836 track2 76 1;
109566.836 track2 76 0;
0.0 track3 52 0;
109566.836 track2 73 1;
0.0 track3 45 1;
109716.836 track1 76 0;
109716.836 track1 81 1;
109866.836 track1 81 0;
109866.836 track1 76 1;
110016.836 track3 45 0;
110016.836 track3 40 1;
110166.836 track3 40 0;
110166.836 track3 45 1;
110316.836 track3 45 0;
110316.836 track3 49 1;
110466.836 track3 49 0;
110466.836 track3 52 1;
110616.836 track3 52 0;
110616.836 track3 57 1;
110766.836 track3 57 0;
110766.836 track3 52 1;
110919.897 track2 73 0;
110919.897 track2 69 1;
111072.958 track1 76 0;
0.0 track2 69 0;
111072.958 track1 73 1;
0.0 track2 68 1;
111226.019 track2 68 0;
111226.019 track2 64 1;
111379.08 track1 73 0;
0.0 track2 64 0;
111379.08 track1 76 1;
0.0 track2 73 1;
111532.141 track2 73 0;
111532.141 track2 69 1;
111685.202 track1 76 0;
0.0 track2 69 0;
111685.202 track1 73 1;
0.0 track2 68 1;
111838.263 track2 68 0;
111838.263 track2 64 1;
111991.324 track1 73 0;
0.0 track2 64 0;
0.0 track3 52 0;
111991.324 track1 76 1;
0.0 track2 73 1;
0.0 track3 45 1;
112144.385 track1 76 0;
112144.385 track1 81 1;
112297.446 track1 81 0;
112297.446 track1 76 1;
112450.507 track3 45 0;
112450.507 track3 40 1;
112603.568 track3 40 0;
112603.568 track3 45 1;
112756.629 track3 45 0;
112756.629 track3 49 1;
112909.69 track3 49 0;
112909.69 track3 52 1;
113062.751 track3 52 0;
113062.751 track3 57 1;
113215.812 track3 57 0;
113215.812 track3 52 1;
113368.873 track2 73 0;
113368.873 track2 69 1;
113521.934 track1 76 0;
0.0 track2 69 0;
113521.934 track1 73 1;
0.0 track2 68 1;
113674.995 track2 68 0;
113674.995 track2 64 1;
113828.056 track1 73 0;
0.0 track2 64 0;
113828.056 track1 76 1;
0.0 track2 73 1;
113981.117 track2 73 0;
113981.117 track2 69 1;
114134.178 track1 76 0;
0.0 track2 69 0;
114134.178 track1 73 1;
0.0 track2 68 1;
114287.239 track2 68 0;
114287.239 track2 64 1;
114440.3 track1 73 0;
0.0 track2 64 0;
0.0 track3 52 0;
114440.3 track1 76 1;
0.0 track2 73 1;
0.0 track3 45 1;
114593.361 track2 73 0;
114593.361 track2 69 1;
114746.422 track2 69 0;
